Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1TP_090084_20000422_20170212_01_T1,LE70900842000113ASA00,2000/04/22,LANDSAT_7,ON,T1,1,SAM, 090, 084,2017/02/12,2000:113:23:42:22.9388124,2000:113:23:42:49.9088749,ASA - Alice Springs  Austrailia,Day,8,8,197,4,4.501,3.257,3.107,9,N,LPGS_12.8.3,FULL,32.78531235,40.63190836,NA,,ETM_L1TP,ETM,DEFINITIVE,14561,16221,7281,8111,7281,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000401_20000630_01.02,-1,34°36'52.38"S,149°49'18.44"E,33°39'18.22"S,149°01'06.85"E,33°57'17.28"S,151°04'42.28"E,35°15'57.92"S,148°32'38.26"E,35°34'18.84"S,150°38'41.21"E,-34.61455,149.82179,-33.65506,149.01857,-33.9548,151.07841,-35.26609,148.54396,-35.5719,150.64478,LE07_L1TP_090084_20000422_20170212_01_T1,LE70900842000113ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000113ASA00
LE07_L1TP_090084_20000406_20170212_01_T1,LE70900842000097ASA00,2000/04/06,LANDSAT_7,ON,T1,1,SAM, 090, 084,2017/02/12,2000:097:23:42:29.9364374,2000:097:23:42:56.9056875,ASA - Alice Springs  Austrailia,Day,33,33,92,4,3.984,3.083,2.524,9,N,LPGS_12.8.3,FULL,36.94690004,45.51072599,NA,,ETM_L1TP,ETM,DEFINITIVE,14541,16241,7271,8121,7271,8121,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000401_20000630_01.02,-1,34°36'52.09"S,149°49'26.65"E,33°39'16.02"S,149°01'19.27"E,33°57'15.23"S,151°04'53.62"E,35°15'51.66"S,148°32'46.93"E,35°34'12.61"S,150°38'48.77"E,-34.61447,149.82407,-33.65445,149.02202,-33.95423,151.08156,-35.26435,148.54637,-35.57017,150.64688,LE07_L1TP_090084_20000406_20170212_01_T1,LE70900842000097ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000097ASA00
LE07_L1GT_090084_20000305_20170213_01_T2,LE70900842000065ASA00,2000/03/05,LANDSAT_7,ON,T2,1,SAM, 090, 084,2017/02/13,2000:065:23:42:39.9305000,2000:065:23:43:06.8977499,ASA - Alice Springs  Austrailia,Day,95,95,-1,-1,,,,9,N,LPGS_12.8.3,FULL,45.0263122,58.52166655,NA,,ETM_L1GT,ETM,DEFINITIVE,14541,16241,7271,8121,7271,8121,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000101_20000331_01.02,-1,34°36'49.54"S,149°49'55.27"E,33°39'13.57"S,149°01'47.78"E,33°57'12.71"S,151°05'20.65"E,35°15'50.36"S,148°33'16.27"E,35°34'11.60"S,150°39'16.52"E,-34.61376,149.83202,-33.65377,149.02994,-33.95353,151.08907,-35.26399,148.55452,-35.56989,150.65459,LE07_L1GT_090084_20000305_20170213_01_T2,LE70900842000065ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000065ASA00
LE07_L1GT_090084_20000218_20170213_01_T2,LE70900842000049ASA00,2000/02/18,LANDSAT_7,ON,T2,1,SAM, 090, 084,2017/02/13,2000:049:23:42:44.7154375,2000:049:23:43:11.6812500,ASA - Alice Springs  Austrailia,Day,0,0,-1,-1,,,,9,N,LPGS_12.8.3,FULL,48.60744296,65.5677392,NA,,ETM_L1GT,ETM,DEFINITIVE,14561,16201,7281,8101,7281,8101,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000101_20000331_01.02,-1,34°36'47.99"S,149°49'41.70"E,33°39'10.12"S,149°01'35.54"E,33°57'10.01"S,151°05'09.53"E,35°15'47.34"S,148°33'04.75"E,35°34'08.98"S,150°39'06.23"E,-34.61333,149.82825,-33.65281,149.02654,-33.95278,151.08598,-35.26315,148.55132,-35.56916,150.65173,LE07_L1GT_090084_20000218_20170213_01_T2,LE70900842000049ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000049ASA00
LE07_L1TP_090084_20000202_20170213_01_T1,LE70900842000033EDC00,2000/02/02,LANDSAT_7,ON,T1,1,, 090, 084,2017/02/13,2000:033:23:42:51.3505763,2000:033:23:43:18.3154388,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,190,4,4.401,3.3,2.912,9,N,LPGS_12.8.3,FULL,51.83174193,71.92735211,,,ETM_L1TP,ETM,DEFINITIVE,14541,16241,7271,8121,7271,8121,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000101_20000331_01.02,-1,34°36'43.20"S,149°48'37.80"E,33°38'55.68"S,149°00'32.76"E,33°56'56.40"S,151°04'06.60"E,35°15'47.52"S,148°31'56.64"E,35°34'10.20"S,150°37'58.44"E,-34.612,149.8105,-33.6488,149.0091,-33.949,151.0685,-35.2632,148.5324,-35.5695,150.6329,LE07_L1TP_090084_20000202_20170213_01_T1,LE70900842000033EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000033EDC00
LE07_L1TP_090084_20000117_20170213_01_T1,LE70900842000017ASA00,2000/01/17,LANDSAT_7,ON,T1,1,SAM, 090, 084,2017/02/13,2000:017:23:42:51.3595624,2000:017:23:43:18.3233124,ASA - Alice Springs  Austrailia,Day,19,20,86,4,4.519,3.473,2.891,9,N,LPGS_12.8.3,FULL,54.71162608,76.64245619,NA,,ETM_L1TP,ETM,DEFINITIVE,14541,16221,7271,8111,7271,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000101_20000331_01.02,-1,34°36'49.64"S,149°49'14.77"E,33°39'15.77"S,149°01'05.38"E,33°57'16.16"S,151°04'38.71"E,35°15'50.44"S,148°32'32.82"E,35°34'12.97"S,150°38'33.54"E,-34.61379,149.82077,-33.65438,149.01816,-33.95449,151.07742,-35.26401,148.54245,-35.57027,150.64265,LE07_L1TP_090084_20000117_20170213_01_T1,LE70900842000017ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000017ASA00
LE07_L1TP_090084_20000101_20170215_01_T1,LE70900842000001ASA00,2000/01/01,LANDSAT_7,ON,T1,1,SAM, 090, 084,2017/02/15,2000:001:23:42:52.9872500,2000:001:23:43:19.9491249,ASA - Alice Springs  Austrailia,Day,77,78,12,4,7.382,5.904,4.432,9,N,LPGS_12.8.3,FULL,57.1675246,78.80113445,NA,,ETM_L1TP,ETM,DEFINITIVE,14541,16201,7271,8101,7271,8101,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20000101_20000331_01.02,-1,34°36'46.84"S,149°48'59.33"E,33°39'07.96"S,149°00'53.28"E,33°57'09.04"S,151°04'27.48"E,35°15'43.85"S,148°32'18.82"E,35°34'06.49"S,150°38'20.54"E,-34.61301,149.81648,-33.65221,149.0148,-33.95251,151.0743,-35.26218,148.53856,-35.56847,150.63904,LE07_L1TP_090084_20000101_20170215_01_T1,LE70900842000001ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842000001ASA00
LE07_L1TP_090084_19991216_20170215_01_T1,LE70900841999350ASA00,1999/12/16,LANDSAT_7,ON,T1,1,SAM, 090, 084,2017/02/15,1999:350:23:43:01.5230624,1999:350:23:43:28.4837499,ASA - Alice Springs  Austrailia,Day,85,85,40,4,3.698,2.422,2.795,9,N,LPGS_12.8.3,FULL,58.9069411,77.71831997,NA,,ETM_L1TP,ETM,DEFINITIVE,14541,16221,7271,8111,7271,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19991209_19991231_01.02,-1,34°36'48.60"S,149°46'50.12"E,33°39'03.56"S,148°58'46.56"E,33°57'05.62"S,151°02'19.54"E,35°15'38.23"S,148°30'11.92"E,35°34'01.96"S,150°36'12.28"E,-34.6135,149.78059,-33.65099,148.9796,-33.95156,151.03876,-35.26062,148.50331,-35.56721,150.60341,LE07_L1TP_090084_19991216_20170215_01_T1,LE70900841999350ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999350ASA00
LE07_L1TP_090084_19991130_20170216_01_T1,LE70900841999334EDC00,1999/11/30,LANDSAT_7,ON,T1,1,, 090, 084,2017/02/16,1999:334:23:42:50.8802167,1999:334:23:43:17.8403542,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,1,163,4,4.595,3.237,3.261,9,N,LPGS_12.8.3,FULL,59.46986824,73.37654873,,,ETM_L1TP,ETM,DEFINITIVE,14541,16221,7271,8111,7271,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19991124_19991208_01.02,-1,34°36'43.20"S,149°49'09.12"E,33°38'53.88"S,149°01'04.80"E,33°56'56.04"S,151°04'39.72"E,35°15'43.56"S,148°32'26.88"E,35°34'08.04"S,150°38'29.40"E,-34.612,149.8192,-33.6483,149.018,-33.9489,151.0777,-35.2621,148.5408,-35.5689,150.6415,LE07_L1TP_090084_19991130_20170216_01_T1,LE70900841999334EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999334EDC00
LE07_L1TP_090084_19991114_20170216_01_T1,LE70900841999318EDC00,1999/11/14,LANDSAT_7,ON,T1,1,, 090, 084,2017/02/16,1999:318:23:42:57.7997704,1999:318:23:43:24.7583329,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,72,72,103,4,4.651,3.13,3.44,9,N,LPGS_12.8.3,FULL,58.36333437,66.88820368,,,ETM_L1TP,ETM,DEFINITIVE,14541,16221,7271,8111,7271,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19991001_19991123_01.02,-1,34°36'43.20"S,149°46'55.92"E,33°38'54.96"S,148°58'53.76"E,33°56'57.12"S,151°02'26.88"E,35°15'48.24"S,148°30'14.04"E,35°34'12.36"S,150°36'15.48"E,-34.612,149.7822,-33.6486,148.9816,-33.9492,151.0408,-35.2634,148.5039,-35.5701,150.6043,LE07_L1TP_090084_19991114_20170216_01_T1,LE70900841999318EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999318EDC00
LE07_L1GT_090084_19991029_20170216_01_T2,LE70900841999302ASA00,1999/10/29,LANDSAT_7,ON,T2,1,SAM, 090, 084,2017/02/16,1999:302:23:42:57.5604375,1999:302:23:43:24.5180000,ASA - Alice Springs  Austrailia,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,55.45202704,59.98983439,NA,,ETM_L1GT,ETM,DEFINITIVE,14541,16241,7271,8121,7271,8121,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19991001_19991123_01.02,-1,34°36'48.64"S,149°48'01.62"E,33°39'08.42"S,148°59'54.49"E,33°57'09.25"S,151°03'28.08"E,35°15'42.05"S,148°31'23.81"E,35°34'04.94"S,150°37'24.78"E,-34.61351,149.80045,-33.65234,148.99847,-33.95257,151.0578,-35.26168,148.52328,-35.56804,150.62355,LE07_L1GT_090084_19991029_20170216_01_T2,LE70900841999302ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999302ASA00
LE07_L1GT_090084_19991013_20170216_01_T2,LE70900841999286ASA00,1999/10/13,LANDSAT_7,ON,T2,1,SAM, 090, 084,2017/02/16,1999:286:23:43:04.3506250,1999:286:23:43:31.3058750,ASA - Alice Springs  Austrailia,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,50.99402455,54.05471865,NA,,ETM_L1GT,ETM,DEFINITIVE,14541,16201,7271,8101,7271,8101,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19991001_19991123_01.02,-1,34°36'47.16"S,149°46'52.28"E,33°39'10.12"S,148°58'44.90"E,33°57'11.41"S,151°02'17.48"E,35°15'42.48"S,148°30'13.46"E,35°34'05.41"S,150°36'13.46"E,-34.6131,149.78119,-33.65281,148.97914,-33.95317,151.03819,-35.2618,148.50374,-35.56817,150.60374,LE07_L1GT_090084_19991013_20170216_01_T2,LE70900841999286ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999286ASA00
LE07_L1TP_090084_19990927_20170217_01_T1,LE70900841999270ASA00,1999/09/27,LANDSAT_7,ON,T1,1,SAM, 090, 084,2017/02/17,1999:270:23:43:04.5758124,1999:270:23:43:31.5304374,ASA - Alice Springs  Austrailia,Day,82,81,30,4,4.406,3.034,3.195,9,N,LPGS_12.8.3,FULL,45.56558118,49.40509579,NA,,ETM_L1TP,ETM,DEFINITIVE,14541,16221,7271,8111,7271,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19990701_19990930_01.02,-1,34°36'46.01"S,149°47'04.27"E,33°39'10.44"S,148°58'59.34"E,33°57'11.56"S,151°02'32.60"E,35°15'44.60"S,148°30'28.08"E,35°34'06.71"S,150°36'28.87"E,-34.61278,149.78452,-33.6529,148.98315,-33.95321,151.04239,-35.26239,148.5078,-35.56853,150.60802,LE07_L1TP_090084_19990927_20170217_01_T1,LE70900841999270ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999270ASA00
LE07_L1GT_090084_19990826_20170217_01_T2,LE70900841999238ASA00,1999/08/26,LANDSAT_7,ON,T2,1,SAM, 090, 084,2017/02/17,1999:238:23:43:00.4973124,1999:238:23:43:27.4498125,ASA - Alice Springs  Austrailia,Day,100,100,-1,-1,,,,9,N,LPGS_12.8.3,FULL,34.26697266,42.8612633,NA,,ETM_L1GT,ETM,DEFINITIVE,14541,16221,7271,8111,7271,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19990701_19990930_01.02,-1,34°36'44.57"S,149°47'51.18"E,33°39'01.69"S,148°59'43.58"E,33°57'03.02"S,151°03'17.60"E,35°15'34.85"S,148°31'14.16"E,35°33'58.10"S,150°37'15.56"E,-34.61238,149.79755,-33.65047,148.99544,-33.95084,151.05489,-35.25968,148.5206,-35.56614,150.62099,LE07_L1GT_090084_19990826_20170217_01_T2,LE70900841999238ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999238ASA00
LE07_L1TP_090084_19990810_20170217_01_T1,LE70900841999222SGS00,1999/08/10,LANDSAT_7,ON,T1,1,, 090, 084,2017/02/17,1999:222:23:42:58.1127462,1999:222:23:43:25.0641836,SGS - Svalbard  Norway,Day,20,19,166,4,4.259,2.998,3.025,9,N,LPGS_12.8.3,FULL,29.49510816,40.30236202,,,ETM_L1TP,ETM,DEFINITIVE,14541,16241,7271,8121,7271,8121,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_19990701_19990930_01.02,-1,34°36'43.20"S,149°47'54.24"E,33°38'55.68"S,148°59'50.28"E,33°56'58.56"S,151°03'23.40"E,35°15'45.36"S,148°31'11.64"E,35°34'09.84"S,150°37'12.36"E,-34.612,149.7984,-33.6488,148.9973,-33.9496,151.0565,-35.2626,148.5199,-35.5694,150.6201,LE07_L1TP_090084_19990810_20170217_01_T1,LE70900841999222SGS00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900841999222SGS00
