Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_090084_20170515_20170525_01_T1,LC80900842017135LGN00,2017/05/15,T1,1, 090, 084, 090, 084,NADIR,0,2017/05/25,2017:135:23:49:28.5001270,2017:135:23:50:00.2701250,LGN,DAY,2.05,1.97,709,4,5.131,3.118,4.075,9,LPGS_2.7.0,28.36928786,34.4818006,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170515232001_20170515235328.01,LT8BPF20170511102015_20170524092152.01,LC08CPF_20170401_20170630_01.03,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.56"S,149°50'12.59"E,33°33'16.99"S,149°03'49.93"E,33°56'53.48"S,151°05'41.24"E,35°15'58.18"S,148°33'29.59"E,35°39'59.80"S,150°37'51.60"E,-34.61071,149.83683,-33.55472,149.06387,-33.94819,151.09479,-35.26616,148.55822,-35.66661,150.631,LC08_L1TP_090084_20170515_20170525_01_T1,LC80900842017135LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017135LGN00
LC08_L1TP_090084_20170429_20170515_01_T1,LC80900842017119LGN00,2017/04/29,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/05/15,2017:119:23:49:19.5997890,2017:119:23:49:51.3697860,LGN,DAY,7.63,7.52,671,4,4.572,2.897,3.537,9,LPGS_2.7.0,31.98279853,37.25501926,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170429213550_20170429235320.01,LT8BPF20170427000359_20170511075931.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.02"S,149°50'27.82"E,33°33'17.35"S,149°04'05.30"E,33°56'53.95"S,151°05'56.36"E,35°15'58.61"S,148°33'44.75"E,35°40'00.37"S,150°38'06.54"E,-34.61084,149.84106,-33.55482,149.06814,-33.94832,151.09899,-35.26628,148.56243,-35.66677,150.63515,LC08_L1TP_090084_20170429_20170515_01_T1,LC80900842017119LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017119LGN00
LC08_L1TP_090084_20170413_20170501_01_T1,LC80900842017103LGN00,2017/04/13,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/05/01,2017:103:23:49:30.0939340,2017:103:23:50:01.8639310,LGN,DAY,2.96,2.83,716,4,4.301,3.077,3.005,9,LPGS_2.7.0,36.15213881,41.42327033,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170413232002_20170414000617.02,LT8BPF20170411182527_20170426213730.01,LC08CPF_20170401_20170630_01.02,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.09"S,149°51'27.65"E,33°33'18.58"S,149°05'01.64"E,33°56'50.03"S,151°06'53.60"E,35°16'00.91"S,148°34'47.35"E,35°39'57.46"S,150°39'10.15"E,-34.61058,149.85768,-33.55516,149.08379,-33.94723,151.11489,-35.26692,148.57982,-35.66596,150.65282,LC08_L1TP_090084_20170413_20170501_01_T1,LC80900842017103LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017103LGN00
LC08_L1TP_090084_20170328_20170414_01_T1,LC80900842017087LGN00,2017/03/28,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/14,2017:087:23:49:37.7916730,2017:087:23:50:09.5616700,LGN,DAY,13.56,13.65,492,4,4.258,3.168,2.846,9,LPGS_2.7.0,40.4541819,46.98627863,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170328232010_20170329000113.01,LT8BPF20170327085754_20170411160422.01,LC08CPF_20170101_20170331_01.03,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.87"S,149°51'52.96"E,33°33'18.29"S,149°05'27.28"E,33°56'50.10"S,151°07'19.20"E,35°16'00.44"S,148°35'12.52"E,35°39'57.35"S,150°39'35.24"E,-34.61052,149.86471,-33.55508,149.09091,-33.94725,151.122,-35.26679,148.58681,-35.66593,150.65979,LC08_L1TP_090084_20170328_20170414_01_T1,LC80900842017087LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017087LGN00
LC08_L1TP_090084_20170312_20170317_01_T1,LC80900842017071LGN00,2017/03/12,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/17,2017:071:23:49:46.8290940,2017:071:23:50:18.5990920,LGN,DAY,87.14,87.33,206,4,4.5,3.049,3.31,9,LPGS_2.7.0,44.61413012,53.60178403,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15921,15821,7961,7911,7961,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170312232019_20170313000122.01,LT8BPF20170225090252_20170313050703.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.28"S,149°51'43.34"E,33°33'19.51"S,149°05'18.20"E,33°56'51.47"S,151°07'09.26"E,35°16'01.78"S,148°35'02.94"E,35°39'58.82"S,150°39'24.77"E,-34.61091,149.86204,-33.55542,149.08839,-33.94763,151.11924,-35.26716,148.58415,-35.66634,150.65688,LC08_L1TP_090084_20170312_20170317_01_T1,LC80900842017071LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017071LGN00
LC08_L1TP_090084_20170224_20170301_01_T1,LC80900842017055LGN00,2017/02/24,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/01,2017:055:23:49:55.1010970,2017:055:23:50:26.8710940,LGN,DAY,86.15,86.76,52,4,6.727,4.468,5.03,9,LPGS_2.7.0,48.45558898,60.72248818,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170224232027_20170225000130.02,LT8BPF20170211153314_20170225082016.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.63"S,149°51'26.53"E,33°33'18.61"S,149°05'01.68"E,33°56'51.04"S,151°06'52.63"E,35°16'00.77"S,148°34'45.88"E,35°39'58.25"S,150°39'07.56"E,-34.61073,149.85737,-33.55517,149.0838,-33.94751,151.11462,-35.26688,148.57941,-35.66618,150.6521,LC08_L1TP_090084_20170224_20170301_01_T1,LC80900842017055LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017055LGN00
LC08_L1TP_090084_20170208_20170217_01_T1,LC80900842017039LGN00,2017/02/08,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/02/17,2017:039:23:50:00.0065680,2017:039:23:50:31.7765650,LGN,DAY,.75,.74,667,4,5.862,3.35,4.81,9,LPGS_2.7.0,51.91646314,67.57480667,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170208232032_20170209000135.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.84"S,149°51'44.28"E,33°33'17.64"S,149°05'19.93"E,33°56'50.35"S,151°07'10.42"E,35°15'59.94"S,148°35'03.73"E,35°39'57.71"S,150°39'24.95"E,-34.61051,149.8623,-33.5549,149.08887,-33.94732,151.11956,-35.26665,148.58437,-35.66603,150.65693,LC08_L1TP_090084_20170208_20170217_01_T1,LC80900842017039LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017039LGN00
LC08_L1TP_090084_20170123_20170311_01_T1,LC80900842017023LGN01,2017/01/23,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/11,2017:023:23:50:08.4040730,2017:023:23:50:40.1740700,LGN,DAY,87.58,87.75,72,4,8.047,5.546,5.83,9,LPGS_2.7.0,55.00735398,73.21591208,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170123232152_20170124000143.01,LT8BPF20170113025501_20170126095930.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.84"S,149°50'51.58"E,33°33'17.42"S,149°04'27.12"E,33°56'50.53"S,151°06'18.00"E,35°15'59.44"S,148°34'10.63"E,35°39'57.64"S,150°38'32.14"E,-34.61051,149.84766,-33.55484,149.0742,-33.94737,151.105,-35.26651,148.56962,-35.66601,150.64226,LC08_L1TP_090084_20170123_20170311_01_T1,LC80900842017023LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017023LGN01
LC08_L1TP_090084_20170107_20170311_01_T1,LC80900842017007LGN01,2017/01/07,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/11,2017:007:23:50:13.4697770,2017:007:23:50:45.2397740,LGN,DAY,53.86,55.58,609,4,6.698,4.044,5.34,9,LPGS_2.7.0,57.69332454,76.64683124,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20170107232245_20170108001036.01,LT8BPF20161230070504_20170113003504.01,LC08CPF_20170101_20170331_01.02,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.87"S,149°50'33.14"E,33°33'17.39"S,149°04'08.69"E,33°56'50.93"S,151°06'00.07"E,35°15'59.40"S,148°33'51.77"E,35°39'58.07"S,150°38'13.88"E,-34.61052,149.84254,-33.55483,149.06908,-33.94748,151.10002,-35.2665,148.56438,-35.66613,150.63719,LC08_L1TP_090084_20170107_20170311_01_T1,LC80900842017007LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842017007LGN01
LC08_L1TP_090084_20161222_20170315_01_T1,LC80900842016357LGN02,2016/12/22,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/15,2016:357:23:50:16.2119980,2016:357:23:50:47.9819950,LGN,DAY,13.49,13.61,405,4,6.916,3.972,5.662,9,LPGS_2.7.0,59.80249008,76.96371374,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20161222232511_20161223001103.02,LT8BPF20161214105756_20161230070504.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.59"S,149°50'50.39"E,33°33'17.93"S,149°04'25.97"E,33°56'51.79"S,151°06'17.68"E,35°15'59.76"S,148°34'08.58"E,35°39'58.75"S,150°38'31.02"E,-34.61072,149.84733,-33.55498,149.07388,-33.94772,151.10491,-35.2666,148.56905,-35.66632,150.64195,LC08_L1TP_090084_20161222_20170315_01_T1,LC80900842016357LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016357LGN02
LC08_L1TP_090084_20161206_20170317_01_T1,LC80900842016341LGN01,2016/12/06,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/17,2016:341:23:50:20.7763480,2016:341:23:50:52.5463450,LGN,DAY,25.59,28.23,267,4,7.206,4.808,5.367,9,LPGS_2.7.0,60.92085655,73.78136007,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20161206232252_20161207001043.01,LT8BPF20161204000523_20161214083706.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.48"S,149°50'13.20"E,33°33'17.93"S,149°03'49.28"E,33°56'51.86"S,151°05'40.34"E,35°15'59.83"S,148°33'31.68"E,35°39'58.90"S,150°37'53.47"E,-34.61069,149.837,-33.55498,149.06369,-33.94774,151.09454,-35.26662,148.5588,-35.66636,150.63152,LC08_L1TP_090084_20161206_20170317_01_T1,LC80900842016341LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016341LGN01
LC08_L1TP_090084_20161120_20170318_01_T1,LC80900842016325LGN01,2016/11/20,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/18,2016:325:23:50:22.5105940,2016:325:23:50:54.2805910,LGN,DAY,38.75,40.91,221,4,6.421,4.162,4.89,9,LPGS_2.7.0,60.53607397,67.7453393,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20161120232206_20161121000621.01,LT8BPF20161114203648_20161203213854.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.63"S,149°50'04.16"E,33°33'17.89"S,149°03'40.46"E,33°56'52.04"S,151°05'31.27"E,35°15'59.80"S,148°33'22.57"E,35°39'59.08"S,150°37'44.08"E,-34.61073,149.83449,-33.55497,149.06124,-33.94779,151.09202,-35.26661,148.55627,-35.66641,150.62891,LC08_L1TP_090084_20161120_20170318_01_T1,LC80900842016325LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016325LGN01
LC08_L1TP_090084_20161104_20170318_01_T1,LC80900842016309LGN01,2016/11/04,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/18,2016:309:23:50:22.5039710,2016:309:23:50:54.2739680,LGN,DAY,3.79,3.73,645,4,5.704,3.476,4.523,9,LPGS_2.7.0,58.30512389,60.62727148,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20161104232055_20161105000645.01,LT8BPF20161031082742_20161114181604.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.30"S,149°50'10.46"E,33°33'17.39"S,149°03'47.16"E,33°56'51.65"S,151°05'37.54"E,35°15'59.29"S,148°33'28.98"E,35°39'58.75"S,150°37'50.05"E,-34.61064,149.83624,-33.55483,149.0631,-33.94768,151.09376,-35.26647,148.55805,-35.66632,150.63057,LC08_L1TP_090084_20161104_20170318_01_T1,LC80900842016309LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016309LGN01
LC08_L1TP_090084_20161019_20180203_01_T1,LC80900842016293LGN02,2016/10/19,T1,1, 090, 084, 090, 084,NADIR,-.001,2018/02/03,2016:293:23:50:22.5796440,2016:293:23:50:54.3496410,LGN,DAY,49.97,49.55,117,4,7.907,5.46,5.719,9,LPGS_13.0.0,54.35231886,54.15078701,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20161019223040_20161020000621.01,LT8BPF20161016160913_20161031081406.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'39.31"S,149°49'59.84"E,33°33'18.54"S,149°03'36.40"E,33°56'53.23"S,151°05'27.31"E,35°16'00.19"S,148°33'17.96"E,35°40'00.01"S,150°37'39.58"E,-34.61092,149.83329,-33.55515,149.06011,-33.94812,151.09092,-35.26672,148.55499,-35.66667,150.62766,LC08_L1TP_090084_20161019_20180203_01_T1,LC80900842016293LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016293LGN02
LC08_L1TP_090084_20161003_20170320_01_T1,LC80900842016277LGN01,2016/10/03,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/20,2016:277:23:50:17.7853540,2016:277:23:50:49.5553510,LGN,DAY,55.82,54.64,385,4,5.62,3.769,4.169,9,LPGS_2.7.0,49.16844647,49.05995476,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20161003232050_20161004000616.02,LT8BPF20161002091459_20161016134802.01,LC08CPF_20161001_20161231_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.59"S,149°50'48.05"E,33°33'17.71"S,149°04'24.64"E,33°56'52.84"S,151°06'16.09"E,35°15'59.08"S,148°34'05.74"E,35°39'59.33"S,150°38'27.89"E,-34.61072,149.84668,-33.55492,149.07351,-33.94801,151.10447,-35.26641,148.56826,-35.66648,150.64108,LC08_L1TP_090084_20161003_20170320_01_T1,LC80900842016277LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016277LGN01
LC08_L1GT_090084_20160917_20170321_01_T2,LC80900842016261LGN01,2016/09/17,T2,1, 090, 084, 090, 084,NADIR,-.001,2017/03/21,2016:261:23:50:16.1644990,2016:261:23:50:47.9344960,LGN,DAY,99.99,99.94,-1,4,0,0,0,9,LPGS_2.7.0,43.38951933,45.20312251,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160917232048_20160918000615.01,LT8BPF20160917100055_20161002083254.01,LC08CPF_20160701_20160930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.30"S,149°50'32.35"E,33°33'17.14"S,149°04'09.23"E,33°56'52.51"S,151°06'00.36"E,35°15'58.54"S,148°33'50.00"E,35°39'59.11"S,150°38'11.83"E,-34.61064,149.84232,-33.55476,149.06923,-33.94792,151.1001,-35.26626,148.56389,-35.66642,150.63662,LC08_L1GT_090084_20160917_20170321_01_T2,LC80900842016261LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016261LGN01
LC08_L1GT_090084_20160901_20170321_01_T2,LC80900842016245LGN01,2016/09/01,T2,1, 090, 084, 090, 084,NADIR,0,2017/03/21,2016:245:23:50:13.4626130,2016:245:23:50:45.2326100,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_2.7.0,37.62479539,42.16848603,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160901231336_20160902000612.01,LT8BPF20160818225656_20160902083306.01,LC08CPF_20160701_20160930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.52"S,149°50'18.38"E,33°33'17.39"S,149°03'55.22"E,33°56'53.12"S,151°05'46.68"E,35°15'58.54"S,148°33'35.64"E,35°39'59.44"S,150°37'57.79"E,-34.6107,149.83844,-33.55483,149.06534,-33.94809,151.0963,-35.26626,148.5599,-35.66651,150.63272,LC08_L1GT_090084_20160901_20170321_01_T2,LC80900842016245LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016245LGN01
LC08_L1TP_090084_20160816_20170322_01_T1,LC80900842016229LGN01,2016/08/16,T1,1, 090, 084, 090, 084,NADIR,0,2017/03/22,2016:229:23:50:06.8303420,2016:229:23:50:38.6003390,LGN,DAY,59.58,57.48,582,4,4.604,3.153,3.355,9,LPGS_2.7.0,32.41439724,39.59797443,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160816231130_20160817000605.01,LT8BPF20160803085042_20160818203550.01,LC08CPF_20160701_20160930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.38"S,149°50'49.13"E,33°33'16.96"S,149°04'26.08"E,33°56'52.98"S,151°06'17.53"E,35°15'58.25"S,148°34'06.24"E,35°39'59.47"S,150°38'28.39"E,-34.61066,149.84698,-33.55471,149.07391,-33.94805,151.10487,-35.26618,148.5684,-35.66652,150.64122,LC08_L1TP_090084_20160816_20170322_01_T1,LC80900842016229LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016229LGN01
LC08_L1GT_090084_20160731_20170322_01_T2,LC80900842016213LGN01,2016/07/31,T2,1, 090, 084, 090, 084,NADIR,0,2017/03/22,2016:213:23:50:03.1157890,2016:213:23:50:34.8857860,LGN,DAY,98.77,98.81,-1,4,0,0,0,9,LPGS_2.7.0,28.20993784,37.31162132,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160731231015_20160801000602.01,LT8BPF20160720133144_20160803080806.01,LC08CPF_20160701_20160930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.76"S,149°50'26.05"E,33°33'16.34"S,149°04'03.50"E,33°56'52.40"S,151°05'54.17"E,35°15'57.67"S,148°33'43.42"E,35°39'58.93"S,150°38'04.81"E,-34.61049,149.84057,-33.55454,149.06764,-33.94789,151.09838,-35.26602,148.56206,-35.66637,150.63467,LC08_L1GT_090084_20160731_20170322_01_T2,LC80900842016213LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016213LGN01
LC08_L1TP_090084_20160715_20170323_01_T1,LC80900842016197LGN01,2016/07/15,T1,1, 090, 084, 090, 084,NADIR,0,2017/03/23,2016:197:23:49:59.4536250,2016:197:23:50:31.2236210,LGN,DAY,10.17,9.85,651,4,5.953,3.726,4.643,9,LPGS_2.7.0,25.34958927,35.32482115,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160715230859_20160716000558.01,LT8BPF20160707085159_20160720111055.01,LC08CPF_20160701_20160930_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.88"S,149°49'53.11"E,33°33'17.42"S,149°03'30.64"E,33°56'53.63"S,151°05'21.30"E,35°15'58.72"S,148°33'10.37"E,35°40'00.05"S,150°37'31.73"E,-34.6108,149.83142,-33.55484,149.05851,-33.94823,151.08925,-35.26631,148.55288,-35.66668,150.62548,LC08_L1TP_090084_20160715_20170323_01_T1,LC80900842016197LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016197LGN01
LC08_L1TP_090084_20160629_20170323_01_T1,LC80900842016181LGN01,2016/06/29,T1,1, 090, 084, 090, 084,NADIR,0,2017/03/23,2016:181:23:49:52.2223610,2016:181:23:50:23.9923580,LGN,DAY,45.26,46.84,473,4,6.36,4.15,4.819,9,LPGS_2.7.0,24.03946625,33.7998672,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160629230852_20160630000551.01,LT8BPF20160620195437_20160707083823.01,LC08CPF_20160401_20160630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.12"S,149°50'07.08"E,33°33'16.60"S,149°03'44.53"E,33°56'52.91"S,151°05'35.52"E,35°15'57.67"S,148°33'24.16"E,35°39'59.18"S,150°37'45.80"E,-34.61059,149.8353,-33.55461,149.06237,-33.94803,151.0932,-35.26602,148.55671,-35.66644,150.62939,LC08_L1TP_090084_20160629_20170323_01_T1,LC80900842016181LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016181LGN01
LC08_L1TP_090084_20160613_20170324_01_T1,LC80900842016165LGN01,2016/06/13,T1,1, 090, 084, 090, 084,NADIR,0,2017/03/24,2016:165:23:49:43.7718270,2016:165:23:50:15.5418240,LGN,DAY,4.14,3.98,700,4,6.079,3.626,4.879,9,LPGS_2.7.0,24.30993249,33.02057754,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160613230844_20160613235343.01,LT8BPF20160606063351_20160620173313.01,LC08CPF_20160401_20160630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.66"S,149°50'33.14"E,33°33'16.96"S,149°04'10.70"E,33°56'53.23"S,151°06'01.44"E,35°15'58.21"S,148°33'50.33"E,35°39'59.72"S,150°38'11.72"E,-34.61074,149.84254,-33.55471,149.06964,-33.94812,151.1004,-35.26617,148.56398,-35.66659,150.63659,LC08_L1TP_090084_20160613_20170324_01_T1,LC80900842016165LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016165LGN01
LC08_L1TP_090084_20160528_20170324_01_T1,LC80900842016149LGN01,2016/05/28,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/03/24,2016:149:23:49:40.9277380,2016:149:23:50:12.6977350,LGN,DAY,29.7,28.7,570,4,5.77,3.619,4.494,9,LPGS_2.7.0,26.03726965,33.27851181,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160528230952_20160528235340.01,LT8BPF20160522121054_20160606055146.01,LC08CPF_20160401_20160630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.16"S,149°49'28.52"E,33°33'16.63"S,149°03'05.69"E,33°56'53.12"S,151°04'57.22"E,35°15'57.71"S,148°32'45.31"E,35°39'59.44"S,150°37'07.54"E,-34.6106,149.82459,-33.55462,149.05158,-33.94809,151.08256,-35.26603,148.54592,-35.66651,150.61876,LC08_L1TP_090084_20160528_20170324_01_T1,LC80900842016149LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016149LGN01
LC08_L1TP_090084_20160512_20180203_01_T1,LC80900842016133LGN02,2016/05/12,T1,1, 090, 084, 090, 084,NADIR,0,2018/02/03,2016:133:23:49:33.8148690,2016:133:23:50:05.5848650,LGN,DAY,28.16,27.29,576,4,5.121,3.48,3.757,9,LPGS_13.0.0,28.94200398,34.84618495,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20160512230945_20160512235333.01,LT8BPF20160507073845_20160522095010.01,LC08CPF_20160401_20160630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'37.87"S,149°49'20.64"E,33°33'16.31"S,149°02'57.73"E,33°56'53.02"S,151°04'49.55"E,35°15'57.24"S,148°32'37.28"E,35°39'59.15"S,150°36'59.76"E,-34.61052,149.8224,-33.55453,149.04937,-33.94806,151.08043,-35.2659,148.54369,-35.66643,150.6166,LC08_L1TP_090084_20160512_20180203_01_T1,LC80900842016133LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842016133LGN02
