Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_090084_19911116_20170125_01_T1,LT50900841991320ASA00,1991/11/16,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/25,1991:320:23:14:17.1188100,1991:320:23:14:43.9728100,ASA,DAY,10,10,74,4,4.856,3.446,3.422,N,,9,N,LPGS_12.8.3,FULL,52.99641024,74.63596133,TM_L1TP,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19911001_19911231_01.03,34°35'56.98"S,149°46'17.36"E,33°39'42.70"S,149°00'38.23"E,33°56'53.74"S,150°58'44.36"E,35°14'20.29"S,148°32'46.00"E,35°31'50.56"S,150°33'02.74"E,-34.59916,149.77149,-33.66186,149.01062,-33.94826,150.97899,-35.23897,148.54611,-35.53071,150.55076,LT05_L1TP_090084_19911116_20170125_01_T1,LT50900841991320ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991320ASA00
LT05_L1GS_090084_19911031_20170125_01_T2,LT50900841991304ASA00,1991/10/31,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/25,1991:304:23:14:11.1883800,1991:304:23:14:38.0414400,ASA,DAY,86,87,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,50.52993654,68.31240016,TM_L1GS,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19911001_19911231_01.03,34°36'17.71"S,149°46'40.37"E,33°40'03.43"S,149°01'01.09"E,33°57'14.51"S,150°59'07.66"E,35°14'40.99"S,148°33'08.68"E,35°32'11.33"S,150°33'25.92"E,-34.60492,149.77788,-33.66762,149.01697,-33.95403,150.98546,-35.24472,148.55241,-35.53648,150.5572,LT05_L1GS_090084_19911031_20170125_01_T2,LT50900841991304ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991304ASA00
LT05_L1TP_090084_19911015_20170125_01_T1,LT50900841991288ASA00,1991/10/15,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/25,1991:288:23:14:13.3726900,1991:288:23:14:40.2242500,ASA,DAY,57,57,131,4,4.525,3.164,3.235,N,,9,N,LPGS_12.8.3,FULL,46.51173698,62.42500139,TM_L1TP,TM,DEFINITIVE,7251,8071,7251,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19911001_19911231_01.03,34°35'32.39"S,149°45'01.19"E,33°39'18.14"S,148°59'22.20"E,33°56'29.08"S,150°57'27.79"E,35°13'55.78"S,148°31'30.22"E,35°31'25.93"S,150°31'46.38"E,-34.59233,149.75033,-33.65504,148.9895,-33.94141,150.95772,-35.23216,148.52506,-35.52387,150.52955,LT05_L1TP_090084_19911015_20170125_01_T1,LT50900841991288ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991288ASA00
LT05_L1TP_090084_19910929_20170125_01_T1,LT50900841991272ASA00,1991/09/29,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/25,1991:272:23:14:02.2099400,1991:272:23:14:29.0602500,ASA,DAY,3,3,198,4,4.281,3.089,2.964,N,,9,N,LPGS_12.8.3,FULL,41.42442004,57.45700002,TM_L1TP,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910701_19910930_01.03,34°35'59.89"S,149°46'11.17"E,33°39'45.61"S,149°00'32.00"E,33°56'56.65"S,150°58'38.21"E,35°14'23.21"S,148°32'39.77"E,35°31'53.47"S,150°32'56.58"E,-34.59997,149.76977,-33.66267,149.00889,-33.94907,150.97728,-35.23978,148.54438,-35.53152,150.54905,LT05_L1TP_090084_19910929_20170125_01_T1,LT50900841991272ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991272ASA00
LT05_L1TP_090084_19910913_20170125_01_T1,LT50900841991256ASA00,1991/09/13,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/25,1991:256:23:13:57.0928100,1991:256:23:14:23.9413800,ASA,DAY,56,56,90,4,4.547,3.183,3.247,N,,9,N,LPGS_12.8.3,FULL,35.89374578,53.41590664,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910701_19910930_01.03,34°35'49.06"S,149°45'37.58"E,33°39'34.81"S,148°59'58.49"E,33°56'45.78"S,150°58'04.44"E,35°14'12.41"S,148°32'06.36"E,35°31'42.64"S,150°32'22.92"E,-34.59696,149.76044,-33.65967,148.99958,-33.94605,150.9679,-35.23678,148.5351,-35.52851,150.5397,LT05_L1TP_090084_19910913_20170125_01_T1,LT50900841991256ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991256ASA00
LT05_L1TP_090084_19910828_20170126_01_T1,LT50900841991240ASA00,1991/08/28,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/26,1991:240:23:13:43.8287500,1991:240:23:14:10.6761300,ASA,DAY,47,46,153,4,4.508,2.937,3.42,N,,9,N,LPGS_12.8.3,FULL,30.51279498,50.02796727,TM_L1TP,TM,DEFINITIVE,7251,8051,7251,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910701_19910930_01.03,34°36'07.63"S,149°46'41.30"E,33°39'53.35"S,149°01'02.10"E,33°57'04.39"S,150°59'08.45"E,35°14'30.91"S,148°33'09.76"E,35°32'01.21"S,150°33'26.78"E,-34.60212,149.77814,-33.66482,149.01725,-33.95122,150.98568,-35.24192,148.55271,-35.53367,150.55744,LT05_L1TP_090084_19910828_20170126_01_T1,LT50900841991240ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991240ASA00
LT05_L1TP_090084_19910812_20170126_01_T1,LT50900841991224ASA00,1991/08/12,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/26,1991:224:23:13:35.2510000,1991:224:23:14:02.0968800,ASA,DAY,5,5,170,4,4.37,3.024,3.155,N,,9,N,LPGS_12.8.3,FULL,25.8102711,47.10537592,TM_L1TP,TM,DEFINITIVE,7261,8051,7261,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910701_19910930_01.03,34°36'14.69"S,149°46'18.88"E,33°40'00.41"S,149°00'39.60"E,33°57'11.48"S,150°58'46.13"E,35°14'37.97"S,148°32'47.22"E,35°32'08.30"S,150°33'04.39"E,-34.60408,149.77191,-33.66678,149.011,-33.95319,150.97948,-35.24388,148.54645,-35.53564,150.55122,LT05_L1TP_090084_19910812_20170126_01_T1,LT50900841991224ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991224ASA00
LT05_L1TP_090084_19910727_20170126_01_T1,LT50900841991208ASA00,1991/07/27,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/26,1991:208:23:13:32.6834400,1991:208:23:13:59.5276900,ASA,DAY,54,53,108,4,4.54,3.106,3.311,N,,9,N,LPGS_12.8.3,FULL,22.22749333,44.5650434,TM_L1TP,TM,DEFINITIVE,7251,8061,7251,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910701_19910930_01.03,34°35'25.19"S,149°44'21.70"E,33°39'10.98"S,148°58'42.78"E,33°56'21.88"S,150°56'48.19"E,35°13'48.58"S,148°30'50.83"E,35°31'18.73"S,150°31'06.82"E,-34.59033,149.73936,-33.65305,148.97855,-33.93941,150.94672,-35.23016,148.51412,-35.52187,150.51856,LT05_L1TP_090084_19910727_20170126_01_T1,LT50900841991208ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991208ASA00
LT05_L1GS_090084_19910711_20170126_01_T2,LT50900841991192ASA00,1991/07/11,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/26,1991:192:23:13:16.0510000,1991:192:23:13:42.8938800,ASA,DAY,8,8,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,20.01479652,42.50748929,TM_L1GS,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910701_19910930_01.03,34°35'58.09"S,149°45'28.19"E,33°39'43.81"S,148°59'49.02"E,33°56'54.85"S,150°57'55.19"E,35°14'21.41"S,148°31'56.82"E,35°31'51.67"S,150°32'13.60"E,-34.59947,149.75783,-33.66217,148.99695,-33.94857,150.96533,-35.23928,148.53245,-35.53102,150.53711,LT05_L1GS_090084_19910711_20170126_01_T2,LT50900841991192ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991192ASA00
LT05_L1TP_090084_19910625_20170126_01_T1,LT50900841991176ASA00,1991/06/25,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/26,1991:176:23:13:07.7746900,1991:176:23:13:34.6160000,ASA,DAY,7,7,177,4,5.242,4.104,3.262,N,,9,N,LPGS_12.8.3,FULL,19.33284403,41.15425469,TM_L1TP,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,34°35'40.42"S,149°44'31.02"E,33°39'26.17"S,148°58'52.00"E,33°56'37.14"S,150°56'57.77"E,35°14'03.77"S,148°30'59.90"E,35°31'33.96"S,150°31'16.28"E,-34.59456,149.74195,-33.65727,148.98111,-33.94365,150.94938,-35.23438,148.51664,-35.5261,150.52119,LT05_L1TP_090084_19910625_20170126_01_T1,LT50900841991176ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991176ASA00
LT05_L1GS_090084_19910609_20170127_01_T2,LT50900841991160ASA00,1991/06/09,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/27,1991:160:23:12:52.4985000,1991:160:23:13:19.3390000,ASA,DAY,53,54,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,20.1080112,40.79407936,TM_L1GS,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,34°35'52.08"S,149°45'06.37"E,33°39'37.84"S,148°59'27.28"E,33°56'48.80"S,150°57'33.30"E,35°14'15.40"S,148°31'35.08"E,35°31'45.66"S,150°31'51.71"E,-34.5978,149.75177,-33.66051,148.99091,-33.94689,150.95925,-35.23761,148.52641,-35.52935,150.53103,LT05_L1GS_090084_19910609_20170127_01_T2,LT50900841991160ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991160ASA00
LT05_L1TP_090084_19910524_20170126_01_T1,LT50900841991144ASA00,1991/05/24,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/26,1991:144:23:12:40.8755600,1991:144:23:13:07.7146900,ASA,DAY,62,62,65,4,5.968,3.737,4.653,N,,9,N,LPGS_12.8.3,FULL,22.14429726,41.69413709,TM_L1TP,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,34°35'36.31"S,149°44'47.69"E,33°39'22.07"S,148°59'08.70"E,33°56'33.04"S,150°57'14.36"E,35°13'59.66"S,148°31'16.64"E,35°31'29.86"S,150°31'32.92"E,-34.59342,149.74658,-33.65613,148.98575,-33.94251,150.95399,-35.23324,148.52129,-35.52496,150.52581,LT05_L1TP_090084_19910524_20170126_01_T1,LT50900841991144ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991144ASA00
LT05_L1GS_090084_19910508_20170126_01_T2,LT50900841991128ASA00,1991/05/08,LANDSAT_5,T2,1,SAM, 090, 084,2017/01/26,1991:128:23:12:24.5710600,1991:128:23:12:51.4089400,ASA,DAY,61,61,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,25.10586823,44.03758169,TM_L1GS,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,34°35'40.85"S,149°45'26.71"E,33°39'26.60"S,148°59'47.69"E,33°56'37.57"S,150°57'53.46"E,35°14'04.20"S,148°31'55.60"E,35°31'34.39"S,150°32'11.98"E,-34.59468,149.75742,-33.65739,148.99658,-33.94377,150.96485,-35.2345,148.53211,-35.52622,150.53666,LT05_L1GS_090084_19910508_20170126_01_T2,LT50900841991128ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991128ASA00
LT05_L1TP_090084_19910422_20170127_01_T1,LT50900841991112ASA00,1991/04/22,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/27,1991:112:23:12:05.3520600,1991:112:23:12:32.1889400,ASA,DAY,1,1,196,4,4.249,2.87,3.133,N,,9,N,LPGS_12.8.3,FULL,28.61980994,47.86907842,TM_L1TP,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,34°36'03.13"S,149°46'35.90"E,33°39'48.85"S,149°00'56.70"E,33°56'59.89"S,150°59'02.98"E,35°14'26.45"S,148°33'04.43"E,35°31'56.71"S,150°33'21.35"E,-34.60087,149.77664,-33.66357,149.01575,-33.94997,150.98416,-35.24068,148.55123,-35.53242,150.55593,LT05_L1TP_090084_19910422_20170127_01_T1,LT50900841991112ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991112ASA00
LT05_L1TP_090084_19910406_20170127_01_T1,LT50900841991096ASA01,1991/04/06,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/27,1991:096:23:11:48.9981300,1991:096:23:12:15.8344400,ASA,DAY,26,27,45,4,4.188,2.848,3.071,N,,9,N,LPGS_12.8.3,FULL,32.35227065,53.06394766,TM_L1TP,TM,DEFINITIVE,7261,8061,7261,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,34°36'04.61"S,149°46'50.20"E,33°39'50.33"S,149°01'10.99"E,33°57'01.37"S,150°59'17.30"E,35°14'27.92"S,148°33'18.72"E,35°31'58.19"S,150°33'35.64"E,-34.60128,149.78061,-33.66398,149.01972,-33.95038,150.98814,-35.24109,148.5552,-35.53283,150.5599,LT05_L1TP_090084_19910406_20170127_01_T1,LT50900841991096ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991096ASA01
LT05_L1TP_090084_19910321_20170127_01_T1,LT50900841991080ASA00,1991/03/21,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/27,1991:080:23:11:36.6383800,1991:080:23:12:03.4736300,ASA,DAY,1,1,194,4,4.306,3.047,3.043,N,,9,N,LPGS_12.8.3,FULL,36.01450802,59.32135868,TM_L1TP,TM,DEFINITIVE,7261,8051,7261,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,34°36'00.04"S,149°45'49.68"E,33°39'45.76"S,149°00'10.51"E,33°56'56.80"S,150°58'16.72"E,35°14'23.35"S,148°32'18.28"E,35°31'53.62"S,150°32'35.09"E,-34.60001,149.7638,-33.66271,149.00292,-33.94911,150.97131,-35.23982,148.53841,-35.53156,150.54308,LT05_L1TP_090084_19910321_20170127_01_T1,LT50900841991080ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991080ASA00
LT05_L1TP_090084_19910305_20170128_01_T1,LT50900841991064ASA00,1991/03/05,LANDSAT_5,T1,1,SAM, 090, 084,2017/01/28,1991:064:23:11:14.3493800,1991:064:23:11:41.1836900,ASA,DAY,19,19,62,4,4.754,3.482,3.237,N,,9,N,LPGS_12.8.3,FULL,39.45206376,66.1415363,TM_L1TP,TM,DEFINITIVE,7261,8071,7261,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,34°36'07.99"S,149°46'52.86"E,33°39'53.71"S,149°01'13.62"E,33°57'04.75"S,150°59'20.00"E,35°14'31.27"S,148°33'21.31"E,35°32'01.57"S,150°33'38.34"E,-34.60222,149.78135,-33.66492,149.02045,-33.95132,150.98889,-35.24202,148.55592,-35.53377,150.56065,LT05_L1TP_090084_19910305_20170128_01_T1,LT50900841991064ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841991064ASA00
