Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1TP_090084_20041111_20170117_01_T1,LE70900842004316ASN00,2004/11/11,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/17,2004:316:23:39:00.4378125,2004:316:23:39:27.6069375,ASN - Alice Springs  Australia,Day,67,66,58,4,5.009,3.193,3.859,9,N,LPGS_12.8.3,FULL,57.27981152,67.09941038,DE,-16.370041,ETM_L1TP,ETM,DEFINITIVE,14681,16221,7341,8111,7341,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20041006_20041231_01.02,2,34°35'12.48"S,149°43'14.52"E,33°37'14.16"S,148°55'17.04"E,33°55'14.16"S,150°58'47.28"E,35°14'33.36"S,148°26'28.32"E,35°32'55.32"S,150°32'27.24"E,-34.5868,149.7207,-33.6206,148.9214,-33.9206,150.9798,-35.2426,148.4412,-35.5487,150.5409,LE07_L1TP_090084_20041111_20170117_01_T1,LE70900842004316ASN00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004316ASN00
LE07_L1TP_090084_20041026_20170118_01_T1,LE70900842004300ASN00,2004/10/26,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/18,2004:300:23:38:52.1099374,2004:300:23:39:19.2771250,ASN - Alice Springs  Australia,Day,45,45,79,4,4.497,2.907,3.431,9,N,LPGS_12.8.3,FULL,54.14266249,60.40639769,DE,1.151546,ETM_L1TP,ETM,DEFINITIVE,14621,16261,7311,8131,7311,8131,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20041006_20041231_01.02,2,34°35'11.04"S,149°43'01.92"E,33°37'03.00"S,148°55'06.96"E,33°55'01.92"S,150°58'36.12"E,35°14'21.12"S,148°26'19.32"E,35°32'41.64"S,150°32'16.80"E,-34.5864,149.7172,-33.6175,148.9186,-33.9172,150.9767,-35.2392,148.4387,-35.5449,150.538,LE07_L1TP_090084_20041026_20170118_01_T1,LE70900842004300ASN00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004300ASN00
LE07_L1TP_090084_20041010_20170118_01_T1,LE70900842004284ASN01,2004/10/10,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/18,2004:284:23:38:35.7006250,2004:284:23:39:02.8653125,ASN - Alice Springs  Australia,Day,0,0,180,4,4.622,3.221,3.315,9,N,LPGS_12.8.3,FULL,49.53256039,54.6839629,DE,9.232557,ETM_L1TP,ETM,DEFINITIVE,14621,16261,7311,8131,7311,8131,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20041006_20041231_01.02,2,34°35'16.08"S,149°44'32.64"E,33°37'10.20"S,148°56'35.52"E,33°55'08.40"S,151°00'05.76"E,35°14'26.52"S,148°27'49.68"E,35°32'47.04"S,150°33'47.88"E,-34.5878,149.7424,-33.6195,148.9432,-33.919,151.0016,-35.2407,148.4638,-35.5464,150.5633,LE07_L1TP_090084_20041010_20170118_01_T1,LE70900842004284ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004284ASN01
LE07_L1TP_090084_20040924_20170118_01_T1,LE70900842004268ASA00,2004/09/24,LANDSAT_7,OFF,T1,1,SAM, 090, 084,2017/01/18,2004:268:23:38:40.5749375,2004:268:23:39:07.7383750,ASA - Alice Springs  Austrailia,Day,25,25,78,4,5.261,3.57,3.864,9,N,LPGS_12.8.3,FULL,44.09859295,50.03273412,DE,-1.158327,ETM_L1TP,ETM,DEFINITIVE,14601,16281,7301,8141,7301,8141,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040701_20040930_01.02,2,34°36'57.20"S,149°48'33.70"E,33°38'57.62"S,149°00'32.69"E,33°56'52.04"S,151°04'08.72"E,35°16'15.38"S,148°31'50.52"E,35°34'31.69"S,150°37'55.09"E,-34.61589,149.80936,-33.64934,149.00908,-33.94779,151.06909,-35.27094,148.5307,-35.57547,150.63197,LE07_L1TP_090084_20040924_20170118_01_T1,LE70900842004268ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004268ASA00
LE07_L1TP_090084_20040908_20170119_01_T1,LE70900842004252ASN01,2004/09/08,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/19,2004:252:23:38:45.2565000,2004:252:23:39:12.4188749,ASN - Alice Springs  Australia,Day,38,37,79,4,5.2,2.838,4.357,9,N,LPGS_12.8.3,FULL,38.36361342,46.49113789,DE,12.39091,ETM_L1TP,ETM,DEFINITIVE,14661,16241,7331,8121,7331,8121,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040701_20040930_01.02,2,34°36'01.80"S,149°46'31.44"E,33°38'10.68"S,148°58'27.12"E,33°56'03.12"S,151°02'03.48"E,35°15'27.00"S,148°29'45.24"E,35°33'41.04"S,150°35'50.28"E,-34.6005,149.7754,-33.6363,148.9742,-33.9342,151.0343,-35.2575,148.4959,-35.5614,150.5973,LE07_L1TP_090084_20040908_20170119_01_T1,LE70900842004252ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004252ASN01
LE07_L1TP_090084_20040823_20170119_01_T1,LE70900842004236ASN01,2004/08/23,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/19,2004:236:23:38:51.0626875,2004:236:23:39:18.2228124,ASN - Alice Springs  Australia,Day,6,6,175,4,4.498,3.166,3.195,9,N,LPGS_12.8.3,FULL,32.96133734,43.50852856,DE,-2.575422,ETM_L1TP,ETM,DEFINITIVE,14621,16261,7311,8131,7311,8131,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040701_20040930_01.02,2,34°36'23.40"S,149°46'42.24"E,33°38'29.76"S,148°58'34.68"E,33°56'21.84"S,151°02'12.12"E,35°15'48.60"S,148°29'56.04"E,35°34'02.64"S,150°36'02.16"E,-34.6065,149.7784,-33.6416,148.9763,-33.9394,151.0367,-35.2635,148.4989,-35.5674,150.6006,LE07_L1TP_090084_20040823_20170119_01_T1,LE70900842004236ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004236ASN01
LE07_L1TP_090084_20040807_20170119_01_T1,LE70900842004220ASN01,2004/08/07,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/19,2004:220:23:38:52.4889374,2004:220:23:39:19.6464375,ASN - Alice Springs  Australia,Day,56,56,114,4,4.171,2.928,2.971,9,N,LPGS_12.8.3,FULL,28.37429005,40.90019007,DE,15.038329,ETM_L1TP,ETM,DEFINITIVE,14621,16281,7311,8141,7311,8141,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040701_20040930_01.02,2,34°36'46.44"S,149°47'37.32"E,33°38'45.60"S,148°59'33.72"E,33°56'36.96"S,151°03'10.08"E,35°16'02.64"S,148°30'56.88"E,35°34'15.96"S,150°37'02.28"E,-34.6129,149.7937,-33.646,148.9927,-33.9436,151.0528,-35.2674,148.5158,-35.5711,150.6173,LE07_L1TP_090084_20040807_20170119_01_T1,LE70900842004220ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004220ASN01
LE07_L1TP_090084_20040722_20170119_01_T1,LE70900842004204ASN01,2004/07/22,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/19,2004:204:23:38:59.6939374,2004:204:23:39:26.8496249,ASN - Alice Springs  Australia,Day,71,69,120,4,4.795,3.634,3.128,9,N,LPGS_12.8.3,FULL,24.98474546,38.62543946,DE,6.835983,ETM_L1TP,ETM,DEFINITIVE,14601,16261,7301,8131,7301,8131,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040701_20040930_01.02,2,34°37'09.48"S,149°46'50.16"E,33°39'11.16"S,148°58'49.44"E,33°57'02.88"S,151°02'24.36"E,35°16'27.12"S,148°30'09.36"E,35°34'40.44"S,150°36'12.96"E,-34.6193,149.7806,-33.6531,148.9804,-33.9508,151.0401,-35.2742,148.5026,-35.5779,150.6036,LE07_L1TP_090084_20040722_20170119_01_T1,LE70900842004204ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004204ASN01
LE07_L1TP_090084_20040706_20170120_01_T1,LE70900842004188ASN01,2004/07/06,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/20,2004:188:23:39:04.3144999,2004:188:23:39:31.4677500,ASN - Alice Springs  Australia,Day,83,83,71,4,4.301,3.055,3.028,9,N,LPGS_12.8.3,FULL,23.06440831,36.77850961,DE,-7.793087,ETM_L1TP,ETM,DEFINITIVE,14661,16221,7331,8111,7331,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040701_20040930_01.02,2,34°37'32.52"S,149°46'33.24"E,33°39'28.44"S,148°58'32.16"E,33°57'20.16"S,151°02'06.72"E,35°16'45.84"S,148°29'52.08"E,35°34'59.52"S,150°35'55.68"E,-34.6257,149.7759,-33.6579,148.9756,-33.9556,151.0352,-35.2794,148.4978,-35.5832,150.5988,LE07_L1TP_090084_20040706_20170120_01_T1,LE70900842004188ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004188ASN01
LE07_L1TP_090084_20040620_20170120_01_T1,LE70900842004172ASA00,2004/06/20,LANDSAT_7,OFF,T1,1,SAM, 090, 084,2017/01/20,2004:172:23:39:05.5613750,2004:172:23:39:32.7123749,ASA - Alice Springs  Austrailia,Day,38,37,146,4,4.348,3.211,2.932,9,N,LPGS_12.8.3,FULL,22.74079002,35.56978275,DE,-2.32051,ETM_L1TP,ETM,DEFINITIVE,14621,16261,7311,8131,7311,8131,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040514_20040630_01.02,2,34°36'56.99"S,149°49'28.02"E,33°39'05.18"S,149°01'24.49"E,33°57'00.14"S,151°04'59.20"E,35°16'20.60"S,148°32'38.87"E,35°34'37.49"S,150°38'42.07"E,-34.61583,149.82445,-33.65144,149.02347,-33.95004,151.08311,-35.27239,148.54413,-35.57708,150.64502,LE07_L1TP_090084_20040620_20170120_01_T1,LE70900842004172ASA00,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004172ASA00
LE07_L1TP_090084_20040604_20170120_01_T1,LE70900842004156ASN01,2004/06/04,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/20,2004:156:23:39:10.6954374,2004:156:23:39:37.8444374,ASN - Alice Springs  Australia,Day,0,0,183,4,4.739,3.446,3.253,9,N,LPGS_12.8.3,FULL,23.85797808,35.38896181,DE,-8.404919,ETM_L1TP,ETM,DEFINITIVE,14641,16221,7321,8111,7321,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040514_20040630_01.02,2,34°38'05.64"S,149°46'07.32"E,33°40'01.92"S,148°58'06.24"E,33°57'55.44"S,151°01'43.68"E,35°17'15.72"S,148°29'20.76"E,35°35'30.84"S,150°35'26.88"E,-34.6349,149.7687,-33.6672,148.9684,-33.9654,151.0288,-35.2877,148.4891,-35.5919,150.5908,LE07_L1TP_090084_20040604_20170120_01_T1,LE70900842004156ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004156ASN01
LE07_L1TP_090084_20040519_20170120_01_T1,LE70900842004140ASN01,2004/05/19,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/20,2004:140:23:39:15.3489999,2004:140:23:39:42.4959999,ASN - Alice Springs  Australia,Day,3,3,188,4,4.712,3.436,3.224,9,N,LPGS_12.8.3,FULL,26.27737703,36.41751086,DE,3.138998,ETM_L1TP,ETM,DEFINITIVE,14601,16261,7301,8131,7301,8131,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040514_20040630_01.02,2,34°38'14.28"S,149°45'23.04"E,33°40'10.20"S,148°57'18.00"E,33°58'05.16"S,151°00'57.24"E,35°17'25.80"S,148°28'36.48"E,35°35'42.36"S,150°34'44.76"E,-34.6373,149.7564,-33.6695,148.955,-33.9681,151.0159,-35.2905,148.4768,-35.5951,150.5791,LE07_L1TP_090084_20040519_20170120_01_T1,LE70900842004140ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004140ASN01
LE07_L1TP_090084_20040503_20170121_01_T1,LE70900842004124ASN01,2004/05/03,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/21,2004:124:23:39:14.9031875,2004:124:23:39:42.0487499,ASN - Alice Springs  Australia,Day,2,4,183,4,4.569,3.377,3.077,9,N,LPGS_12.8.3,FULL,29.64149779,38.87118133,DE,-16.171317,ETM_L1TP,ETM,DEFINITIVE,14681,16221,7341,8111,7341,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040401_20040513_01.02,2,34°38'16.44"S,149°45'44.64"E,33°40'21.00"S,148°57'39.24"E,33°58'17.04"S,151°01'19.20"E,35°17'35.88"S,148°28'57.00"E,35°35'53.52"S,150°35'05.28"E,-34.6379,149.7624,-33.6725,148.9609,-33.9714,151.022,-35.2933,148.4825,-35.5982,150.5848,LE07_L1TP_090084_20040503_20170121_01_T1,LE70900842004124ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004124ASN01
LE07_L1TP_090084_20040417_20170121_01_T1,LE70900842004108ASN01,2004/04/17,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/21,2004:108:23:39:12.4750000,2004:108:23:39:39.6193125,ASN - Alice Springs  Australia,Day,0,0,195,4,4.702,3.37,3.279,9,N,LPGS_12.8.3,FULL,33.57379983,42.81847794,DE,13.361413,ETM_L1TP,ETM,DEFINITIVE,14601,16281,7301,8141,7301,8141,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040401_20040513_01.02,2,34°38'13.20"S,149°46'24.96"E,33°40'15.24"S,148°58'24.60"E,33°58'11.64"S,151°02'01.68"E,35°17'26.52"S,148°29'40.56"E,35°35'44.88"S,150°35'46.32"E,-34.637,149.7736,-33.6709,148.9735,-33.9699,151.0338,-35.2907,148.4946,-35.5958,150.5962,LE07_L1TP_090084_20040417_20170121_01_T1,LE70900842004108ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004108ASN01
LE07_L1TP_090084_20040401_20170122_01_T1,LE70900842004092ASN01,2004/04/01,LANDSAT_7,OFF,T1,1,, 090, 084,2017/01/22,2004:092:23:39:20.2063750,2004:092:23:39:47.3491874,ASN - Alice Springs  Australia,Day,37,38,32,4,6.54,5.07,4.131,9,N,LPGS_12.8.3,FULL,37.69828119,48.16880776,DE,10.012411,ETM_L1TP,ETM,DEFINITIVE,14661,16221,7331,8111,7331,8111,UTM,55,WGS84,WGS84,15,30,30,LE07CPF_20040401_20040513_01.02,2,34°38'02.40"S,149°44'18.24"E,33°40'06.24"S,148°56'16.08"E,33°58'03.72"S,150°59'51.00"E,35°17'20.40"S,148°27'33.12"E,35°35'40.20"S,150°33'36.72"E,-34.634,149.7384,-33.6684,148.9378,-33.9677,150.9975,-35.289,148.4592,-35.5945,150.5602,LE07_L1TP_090084_20040401_20170122_01_T1,LE70900842004092ASN01,https://earthexplorer.usgs.gov/browse-link/12267/LE70900842004092ASN01
